request_id	goal_id	seed_paper_id	traversal_paper_id	depth	direction	service	operation	normalized_identifier	parameters	requested_at_utc	page_cursor	response_status	result_count	response_checksum	cache_checksum	client_version	cache_status	attempt	retry_events	rate_limit_events	policy_url	policy_checked_date	cache_path	terminal_state
REQ-G03-0060	G03	PAPER-1304.4453	PAPER-1304.4453	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	9ab82bab40ddbe22ebdc18562b4b0bb728a2865f	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:41:48Z	NOT_APPLICABLE	200	47	4d9301b5aa600e39b562f2a6d12406323743f6a3ff215f000275c2fedb6792dd	6e5d495d85ec90926a0d325d2b1e71f7e5144716c7cecb3e902057552d9df3f1	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0060.json	COMPLETE
REQ-G03-0061	G03	PAPER-1304.4453	PAPER-1304.4453	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	9ab82bab40ddbe22ebdc18562b4b0bb728a2865f	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:41:54Z	NOT_APPLICABLE	200	75	723bae5d7b129a93e90034495905aafb3b57e56dc5b14e60568114fd96cfe4ba	723bae5d7b129a93e90034495905aafb3b57e56dc5b14e60568114fd96cfe4ba	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0061.json	COMPLETE
REQ-G03-0062	G03	PAPER-1407.6755	PAPER-1407.6755	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	4ce4384f1cd62d9c6502fe7eb46ba5c699727500	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:00Z	NOT_APPLICABLE	200	37	26b82ec7eaa360ed3b6ec70638855d9cd8e8041b5f827412bef3051aafd9f64e	505671bc75dc44c6a354e9f34d2d62d027ed844735551174565309b3126e5bd8	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0062.json	COMPLETE
REQ-G03-0063	G03	PAPER-1407.6755	PAPER-1407.6755	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	4ce4384f1cd62d9c6502fe7eb46ba5c699727500	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:06Z	NOT_APPLICABLE	200	1	4c5def568a9794ec10d7711162c3e585737303b70e46202cf79a15b9025bc74b	4c5def568a9794ec10d7711162c3e585737303b70e46202cf79a15b9025bc74b	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0063.json	COMPLETE
REQ-G03-0064	G03	PAPER-1708.07271	PAPER-1708.07271	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	52938e877c06d503272dbfb65a882c466cf2033d	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:12Z	NOT_APPLICABLE	200	24	bde3e5612f2e461170d836480813f8626d33776c29044ad15b024a7a610954bd	9aacf84d4a1e35b2a7c836c851286dabd55933bcce70ec2e78c4b82c5f33228f	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0064.json	COMPLETE
REQ-G03-0065	G03	PAPER-1708.07271	PAPER-1708.07271	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	52938e877c06d503272dbfb65a882c466cf2033d	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:18Z	NOT_APPLICABLE	200	7	b41dd941813644685ed47b609db3a4c07dd957408fe91891e03a45194bc16ce7	b41dd941813644685ed47b609db3a4c07dd957408fe91891e03a45194bc16ce7	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0065.json	COMPLETE
REQ-G03-0066	G03	PAPER-2104.09616	PAPER-2104.09616	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	7931a3b7ab95831d9f2e9dca8f148a215698e121	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:23Z	NOT_APPLICABLE	200	13	6966fda0f2da68c866af998402e17773dd00e212ec68433959774506d4d5a0f8	794835524ad9bf189c411f7ba92d0452a5b9d5f9a4f8f3248a0e905d06b711d7	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0066.json	COMPLETE
REQ-G03-0067	G03	PAPER-2104.09616	PAPER-2104.09616	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	7931a3b7ab95831d9f2e9dca8f148a215698e121	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:29Z	NOT_APPLICABLE	200	8	2baccdc0112240160823db08c1f3b12347153492749b7143c863a714f0934a23	2baccdc0112240160823db08c1f3b12347153492749b7143c863a714f0934a23	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0067.json	COMPLETE
REQ-G03-0068	G03	PAPER-2012.10026	PAPER-2012.10026	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	62e54bfd61ddac57743b23f0be4dd096e4897f1f	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:35Z	NOT_APPLICABLE	200	68	d94f0498e524079216b23546e4e7fe99f6281c9c098ad18982084d889223e0f8	59f8a779c508f8d0ce7bd4574484ddbe583b485fd4f44caf2db992be61d57964	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0068.json	COMPLETE
REQ-G03-0069	G03	PAPER-2012.10026	PAPER-2012.10026	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	62e54bfd61ddac57743b23f0be4dd096e4897f1f	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:41Z	NOT_APPLICABLE	200	7	233551790fcc0e65f088e1b896c449a96a1d97e8dc19e8244f2a4b19f699a2f1	233551790fcc0e65f088e1b896c449a96a1d97e8dc19e8244f2a4b19f699a2f1	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0069.json	COMPLETE
REQ-G03-0070	G03	PAPER-2503.00430	PAPER-2503.00430	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	ff87ea265bb6b9600a787fc7035ad6a9bf59b727	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:47Z	NOT_APPLICABLE	200	9	e78a4b007a9512084389d37f8cc971c590690bc4eabd3df907e707b54bd7547f	4337dd5ee4e4ab24d7b36edcd76aee6b31d8dbe04f5cfe7d29e1fae49dd582d0	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0070.json	COMPLETE
REQ-G03-0071	G03	PAPER-2503.00430	PAPER-2503.00430	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	ff87ea265bb6b9600a787fc7035ad6a9bf59b727	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:53Z	NOT_APPLICABLE	200	1	8c152dee6253ec3dfd8c2a565a5675700bd3a314e61f1de504a833570546d1c3	8c152dee6253ec3dfd8c2a565a5675700bd3a314e61f1de504a833570546d1c3	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0071.json	COMPLETE
REQ-G03-0072	G03	PAPER-2305.11053	PAPER-2305.11053	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	c7fb2cc2b20a0e67798f01c08efcffe419edf63b	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:42:59Z	NOT_APPLICABLE	200	52	84f3ef58dc068da395688ef07af1c3c7220a7984d46c466dab9a37c9e6876dd4	3f00843f177a6acf769afab149cb0b4d2639dd3f83dee53dcd8182b924422a87	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0072.json	COMPLETE
REQ-G03-0073	G03	PAPER-2305.11053	PAPER-2305.11053	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	c7fb2cc2b20a0e67798f01c08efcffe419edf63b	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:04Z	NOT_APPLICABLE	200	6	4c8f04471e279a03729432277cfc20e5862f582e32121a93a8f89da7676519c1	4c8f04471e279a03729432277cfc20e5862f582e32121a93a8f89da7676519c1	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0073.json	COMPLETE
REQ-G03-0074	G03	PAPER-2204.11137	PAPER-2204.11137	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	462f0d645a646f8df8ae20870140dda3cbb9e4ad	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:10Z	NOT_APPLICABLE	200	27	94db8a22f122359fd8ef45260f8dfd8f46b1f8d8dcb107b0a08f5c2473ba1942	b2d6b6e36161c7dd47d85af5ee039ade239bdcf0ba6dfdacda932448f357ff34	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0074.json	COMPLETE
REQ-G03-0075	G03	PAPER-2204.11137	PAPER-2204.11137	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	462f0d645a646f8df8ae20870140dda3cbb9e4ad	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:16Z	NOT_APPLICABLE	200	5	e8b29328eb18235bd8509864e1aa3a85aa665f0dd8a9133f9a414249679d7c35	e8b29328eb18235bd8509864e1aa3a85aa665f0dd8a9133f9a414249679d7c35	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0075.json	COMPLETE
REQ-G03-0076	G03	PAPER-2412.07729	PAPER-2412.07729	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	165b71f5d143b6d07da11c80a4eec568608a7a12	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:22Z	NOT_APPLICABLE	200	75	453cc54f4befebebc1a0d8c9ca1da94df52b1d948723111d42345ea3102db6b0	67ce70b43099de4e9a687c76c0bc9c6b7ab03523c1a2cd679ce955a05284516e	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0076.json	COMPLETE
REQ-G03-0077	G03	PAPER-2412.07729	PAPER-2412.07729	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	165b71f5d143b6d07da11c80a4eec568608a7a12	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:28Z	NOT_APPLICABLE	200	4	5c4a563575e5d682c424859a9b093257eadbc3f50488674c3edf82486e6468c0	5c4a563575e5d682c424859a9b093257eadbc3f50488674c3edf82486e6468c0	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0077.json	COMPLETE
REQ-G03-0078	G03	PAPER-1603.01876	PAPER-1603.01876	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	2a9250a113ddb49b87ddfa4e11c77ace1f9cc7e5	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:34Z	NOT_APPLICABLE	200	55	d070a3eceaf9247e90caa7ae6dc0032b819135bac652bb1c12d01ee4bc35dafb	969c0944dede260dc0ba472fe98fd64f6bf3c7be24cd6ce1caa73a9e7df945ef	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0078.json	COMPLETE
REQ-G03-0079	G03	PAPER-1603.01876	PAPER-1603.01876	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	2a9250a113ddb49b87ddfa4e11c77ace1f9cc7e5	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:43:40Z	NOT_APPLICABLE	429	0	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	65ab993d12c5c2cc9b68e6da2bb79b326930283e520363ffcdc145f88cd5a148	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0079.json	RATE_LIMITED
REQ-G03-0080	G03	PAPER-1603.01876	PAPER-1603.01876	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	2a9250a113ddb49b87ddfa4e11c77ace1f9cc7e5	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:44:51Z	NOT_APPLICABLE	200	19	069c21e9226e7bc1dd5b02d6c825aa5cbc764d852323a457c2cd05eed481108b	069c21e9226e7bc1dd5b02d6c825aa5cbc764d852323a457c2cd05eed481108b	knight-bus-g03-semantic-scholar/1.0	MISS	2	attempt-1:429	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0080.json	COMPLETE
REQ-G03-0081	G03	PAPER-2401.01019	PAPER-2401.01019	0	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	565b4a488884c6df55adcb29b3cca435653605f7	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:44:57Z	NOT_APPLICABLE	200	59	f327abcdf32a1d0518a544a2fbc07c95390ab1719824b440a6832705b9067c5a	1480b1d9e19e520f020f448ac2d84694212f4106d79dce9e3a01887ea9e26a92	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0081.json	COMPLETE
REQ-G03-0082	G03	PAPER-2401.01019	PAPER-2401.01019	0	FORWARD	SemanticScholar	FORWARD_CITATIONS	565b4a488884c6df55adcb29b3cca435653605f7	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:45:02Z	NOT_APPLICABLE	200	7	c55792f5de64998b56abdd6f8f50af42238fd81305295545f3b16c17f9fce5f8	c55792f5de64998b56abdd6f8f50af42238fd81305295545f3b16c17f9fce5f8	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0082.json	COMPLETE
REQ-G03-0083	G03	PAPER-1407.6755	PAPER-HASH-586f7dee44fe35d8	1	BACKWARD	SemanticScholar	BACKWARD_REFERENCES	6dcca27f3f5db656e6f0ccfcb07b1ac1ac6f4ce3	fields=paperId%2CexternalIds%2Curl%2Ctitle%2Cyear%2CpublicationDate%2Cauthors%2Cvenue%2CcitationCount%2CreferenceCount&limit=75&offset=0	2026-08-11T11:45:10Z	NOT_APPLICABLE	200	0	c6dcd605acebd1aab9ce27175eac529370909f8b685372155f5044374e3ff45d	7ab1051cb7ef4e5233afe4533d34a7bcef43a4156fcdaeccd9c86a81cae182c1	knight-bus-g03-semantic-scholar/1.0	MISS	1	NONE	NONE	https://www.semanticscholar.org/product/api/license	2026-08-11	arxiv-reference/cache/g03/semantic-scholar/REQ-G03-0083.json	PAYLOAD_REJECTED
