inventory_row_id	procedure_name	surface_kind	family	mode	is_estimate	source_file	source_line	config_type	result_type	estimate_path	support_status	unsupported_error_code	unsupported_message_shape	result_schema_behavior	first_canary_or_test	evidence_confidence	notes
271	gds.scc.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-271	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
272	gds.scc.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccMutateProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-272	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
273	gds.scc.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStatsProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-273	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
274	gds.scc.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStatsProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStatsProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-274	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
275	gds.scc.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStreamProc.java	42	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-275	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
276	gds.scc.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStreamProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccStreamProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-276	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
277	gds.scc.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccWriteProc.java	44	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-277	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
278	gds.scc.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccWriteProc.java	53	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/scc/SccWriteProc.java:53	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-278	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
279	gds.sllpa.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	44	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-279	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
280	gds.sllpa.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java	53	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAMutateProc.java:53	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-280	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
281	gds.sllpa.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	44	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-281	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
282	gds.sllpa.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java	53	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStatsProc.java:53	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-282	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
283	gds.sllpa.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	44	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-283	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
284	gds.sllpa.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java	53	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAStreamProc.java:53	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-284	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
285	gds.sllpa.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	45	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-285	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
286	gds.sllpa.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java	54	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/sllpa/SpeakerListenerLPAWriteProc.java:54	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-286	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
287	gds.triangleCount.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-287	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
288	gds.triangleCount.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountMutateProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-288	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
289	gds.triangleCount.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStatsProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-289	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
290	gds.triangleCount.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStatsProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStatsProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-290	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
291	gds.triangleCount.stream	procedure	community	M	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStreamProc.java	43	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-291	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
292	gds.triangleCount.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStreamProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStreamProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-292	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
293	gds.triangleCount.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-293	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
294	gds.triangleCount.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountWriteProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-294	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
295	gds.triangles	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/triangle/TriangleProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-295	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
296	gds.wcc.mutate	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-296	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
297	gds.wcc.mutate.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccMutateProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-297	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
298	gds.wcc.stats	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStatsProc.java	42	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-298	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
299	gds.wcc.stats.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStatsProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStatsProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-299	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
300	gds.wcc.stream	procedure	community	READ	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-300	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
301	gds.wcc.stream.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccStreamProc.java:50	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-301	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
302	gds.wcc.write	procedure	community	WRITE	no	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-302	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
303	gds.wcc.write.estimate	procedure	community	READ	yes	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/community/src/main/java/org/neo4j/gds/wcc/WccWriteProc.java:51	P1-ImplementedExactLowRam	NotApplicable	NotApplicable	Preserve Neo4j GDS result schema when implemented; see source row for procedure entrypoint.	TEST-GDS-303	DirectSource	First-tier target from oracle/support matrices; still requires implementation tests before product claim.
304	gds.beta.graphSage.mutate	procedure	embeddings	M	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageMutateProc.java	42	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-304	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
305	gds.beta.graphSage.mutate.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageMutateProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageMutateProc.java:51	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-305	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
306	gds.beta.graphSage.stream	procedure	embeddings	M	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageStreamProc.java	42	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-306	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
307	gds.beta.graphSage.stream.estimate	procedure	embeddings	M	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageStreamProc.java:50	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-307	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
308	gds.beta.graphSage.train	procedure	embeddings	M	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageTrainProc.java	42	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-308	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
309	gds.beta.graphSage.train.estimate	procedure	embeddings	M	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageTrainProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageTrainProc.java:51	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-309	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
310	gds.beta.graphSage.write	procedure	embeddings	M	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageWriteProc.java	41	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-310	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
311	gds.beta.graphSage.write.estimate	procedure	embeddings	M	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageWriteProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/graphsage/GraphSageWriteProc.java:50	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-311	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
312	gds.beta.hashgnn.mutate	procedure	embeddings	READ	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNMutateProc.java	53	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-312	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
313	gds.beta.hashgnn.mutate.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNMutateProc.java	81	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNMutateProc.java:81	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-313	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
314	gds.beta.hashgnn.stream	procedure	embeddings	READ	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNStreamProc.java	53	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-314	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
315	gds.beta.hashgnn.stream.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNStreamProc.java	78	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/hashgnn/HashGNNStreamProc.java:78	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-315	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
316	gds.beta.node2vec.mutate	procedure	embeddings	READ	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecMutateProc.java	60	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-316	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
317	gds.beta.node2vec.mutate.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecMutateProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecMutateProc.java:76	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-317	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
318	gds.beta.node2vec.stream	procedure	embeddings	READ	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecStreamProc.java	60	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-318	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
319	gds.beta.node2vec.stream.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecStreamProc.java	76	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecStreamProc.java:76	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-319	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
320	gds.beta.node2vec.write	procedure	embeddings	WRITE	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecWriteProc.java	61	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-320	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
321	gds.beta.node2vec.write.estimate	procedure	embeddings	READ	yes	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecWriteProc.java	77	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/node2vec/Node2VecWriteProc.java:77	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-321	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
322	gds.fastRP.mutate	procedure	embeddings	READ	no	gitrefrepo/neo4j-gds-src/proc/embeddings/src/main/java/org/neo4j/gds/embeddings/fastrp/FastRPMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	P2-ImplementedLater	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-322	DirectSource	High-state or artifact-heavy family; register deterministically and implement after P1 foundations.
