canonical_hint	raw_name	path	line_start	line_end	context_kind	evidence_id
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	53	53	algorithm	A09-O0454
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	54	54	algorithm_family	A09-O0455
vamana-ann	vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	57	57	algorithm_family	A09-O0456
vamana-ann	diskann	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	59	59	algorithm_family	A09-O0457
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	64	64	algorithm	A09-O0458
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	72	72	algorithm	A09-O0459
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	78	78	storage_algorithm	A09-O0460
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	82	82	storage_algorithm	A09-O0461
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	85	85	storage_algorithm	A09-O0462
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	93	93	storage_algorithm	A09-O0463
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	98	98	algorithm	A09-O0464
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	99	99	algorithm_family	A09-O0465
vector-quantization	SBQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	118	118	storage_algorithm	A09-O0466
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	119	119	algorithm_family	A09-O0467
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	121	121	algorithm_family	A09-O0468
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	122	122	algorithm	A09-O0469
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	123	123	algorithm_family	A09-O0470
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	126	126	algorithm_family	A09-O0471
lsm-compaction	LSM	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	126	126	storage_algorithm	A09-O0472
lsm-compaction	compaction	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	127	127	storage_algorithm	A09-O0473
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	134	134	algorithm_family	A09-O0474
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	135	135	algorithm_family	A09-O0475
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	136	136	algorithm_family	A09-O0476
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	136	136	storage_algorithm	A09-O0477
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	137	137	algorithm_family	A09-O0478
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	138	138	algorithm	A09-O0479
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	138	138	algorithm_family	A09-O0480
hnsw-search	hnsw	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	142	142	algorithm	A09-O0481
csr-build	csr	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	144	144	storage_algorithm	A09-O0482
lsm-compaction	lsm	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	145	145	storage_algorithm	A09-O0483
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	146	146	algorithm_family	A09-O0484
cow-tree-snapshot	cow	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	146	146	storage_algorithm	A09-O0485
ivf-probe	IVF	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	147	147	algorithm_family	A09-O0486
recall-validation	recall@k	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	152	152	verification_method	A09-O0487
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	154	154	algorithm_family	A09-O0488
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-ascii.md	154	154	algorithm_family	A09-O0489
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	1	1	algorithm_family	A09-O0490
vamana-ann	diskann	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	6	6	algorithm_family	A09-O0491
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	7	7	algorithm_family	A09-O0492
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	7	7	storage_algorithm	A09-O0493
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	13	13	storage_algorithm	A09-O0494
vamana-ann	vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	24	24	algorithm_family	A09-O0495
csr-build	CSR	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	29	29	storage_algorithm	A09-O0496
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	32	32	algorithm	A09-O0497
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	32	32	algorithm_family	A09-O0498
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	36	36	algorithm	A09-O0499
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	37	37	algorithm_family	A09-O0500
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	39	39	algorithm	A09-O0501
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	49	49	storage_algorithm	A09-O0502
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	54	54	storage_algorithm	A09-O0503
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	57	57	storage_algorithm	A09-O0504
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	66	66	storage_algorithm	A09-O0505
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	86	86	algorithm_family	A09-O0506
vector-quantization	SBQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	86	86	storage_algorithm	A09-O0507
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	87	87	algorithm	A09-O0508
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	87	87	algorithm_family	A09-O0509
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	88	88	algorithm_family	A09-O0510
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	89	89	algorithm_family	A09-O0511
lsm-compaction	LSM	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	89	89	storage_algorithm	A09-O0512
recall-validation	recall@k	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	97	97	verification_method	A09-O0513
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	105	105	algorithm	A09-O0514
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	105	105	algorithm_family	A09-O0515
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	106	106	storage_algorithm	A09-O0516
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	108	108	algorithm_family	A09-O0517
lsm-compaction	compaction	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	108	108	storage_algorithm	A09-O0518
degree-centrality	degree	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	119	119	algorithm	A09-O0519
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	126	126	algorithm	A09-O0520
hnsw-search	HNSW	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	129	129	algorithm	A09-O0521
hook-shortcut	shortcut	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	134	134	algorithm	A09-O0522
hook-shortcut	shortcut	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	135	135	algorithm	A09-O0523
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	142	142	algorithm_family	A09-O0524
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	143	143	algorithm_family	A09-O0525
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	144	144	algorithm_family	A09-O0526
vector-quantization	PQ	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	144	144	storage_algorithm	A09-O0527
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	145	145	algorithm_family	A09-O0528
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	146	146	algorithm_family	A09-O0529
ivf-probe	IVF	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	151	151	algorithm_family	A09-O0530
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	153	153	algorithm_family	A09-O0531
vamana-ann	Vamana	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	154	154	algorithm_family	A09-O0532
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	155	155	algorithm_family	A09-O0533
vamana-ann	DiskANN	docs_PRD06/graph-learning/diskann-vamana-layout-mermaid.md	155	155	algorithm_family	A09-O0534
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	1	1	storage_algorithm	A09-O0535
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	6	6	storage_algorithm	A09-O0536
fst-dictionary	finite-state transducer	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	7	7	storage_algorithm	A09-O0537
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	7	7	storage_algorithm	A09-O0538
fst-dictionary	term DICTIONARY	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	13	13	storage_algorithm	A09-O0539
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	14	14	storage_algorithm	A09-O0540
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	16	16	storage_algorithm	A09-O0541
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	19	19	storage_algorithm	A09-O0542
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	25	25	storage_algorithm	A09-O0543
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	26	26	storage_algorithm	A09-O0544
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	28	28	storage_algorithm	A09-O0545
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	35	35	storage_algorithm	A09-O0546
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	39	39	storage_algorithm	A09-O0547
bloom-filter	bloom	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	46	46	storage_algorithm	A09-O0548
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	47	47	storage_algorithm	A09-O0549
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	48	48	storage_algorithm	A09-O0550
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	56	56	algorithm	A09-O0551
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	57	57	storage_algorithm	A09-O0552
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	75	75	storage_algorithm	A09-O0553
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	76	76	storage_algorithm	A09-O0554
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	83	83	storage_algorithm	A09-O0555
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	84	84	storage_algorithm	A09-O0556
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	86	86	algorithm	A09-O0557
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	86	86	storage_algorithm	A09-O0558
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	93	93	storage_algorithm	A09-O0559
bloom-filter	bloom	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	103	103	storage_algorithm	A09-O0560
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	103	103	storage_algorithm	A09-O0561
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	105	105	storage_algorithm	A09-O0562
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	105	105	storage_algorithm	A09-O0563
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	119	119	storage_algorithm	A09-O0564
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	121	121	storage_algorithm	A09-O0565
posting-compression	posting	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	121	121	storage_algorithm	A09-O0566
lsm-compaction	LSM	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	122	122	storage_algorithm	A09-O0567
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	122	122	storage_algorithm	A09-O0568
wand-pruning	block max	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	126	126	algorithm_family	A09-O0569
delta-rle-compression	delta compression	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	126	126	storage_algorithm	A09-O0570
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	127	127	storage_algorithm	A09-O0571
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	134	134	storage_algorithm	A09-O0572
fst-dictionary	fst	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	135	135	storage_algorithm	A09-O0573
lsm-compaction	sstable	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	138	138	storage_algorithm	A09-O0574
levenshtein-automata	Levenshtein	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	145	145	algorithm	A09-O0575
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	148	148	algorithm_family	A09-O0576
fst-dictionary	FST	docs_PRD06/graph-learning/fst-term-dictionary-mermaid.md	148	148	storage_algorithm	A09-O0577
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	13	13	storage_algorithm	A09-O0578
frontier-push-pull	direction-optim	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	13	13	algorithm_family	A09-O0579
semiring-traversal	semiring	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	16	16	algorithm_family	A09-O0580
csr-build	csr	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	24	24	storage_algorithm	A09-O0581
semiring-traversal	semiring	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	30	30	algorithm_family	A09-O0582
bfs	BFS	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	31	31	algorithm	A09-O0583
spmv-spgemm	SpMV	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	31	31	algorithm_family	A09-O0584
reachability	reachability	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	32	32	algorithm_family	A09-O0585
triangle-counting	triangles	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	32	32	algorithm	A09-O0586
hook-shortcut	hooking	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	33	33	algorithm	A09-O0587
connected-components	WCC	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	34	34	algorithm_family	A09-O0588
hook-shortcut	hook	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	34	34	algorithm	A09-O0589
hook-shortcut	shortcut	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	35	35	algorithm	A09-O0590
afforest	Afforest	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	37	37	algorithm	A09-O0591
pagerank	pagerank	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	38	38	algorithm	A09-O0592
delta-stepping	delta-stepping	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	43	43	algorithm	A09-O0593
dijkstra	Dijkstra	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	44	44	algorithm	A09-O0594
bellman-ford	Bellman-Ford	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	45	45	algorithm	A09-O0595
label-propagation	label propagation	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	54	54	algorithm	A09-O0596
pagerank	PageRank	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	54	54	algorithm	A09-O0597
bfs	BFS	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	55	55	algorithm	A09-O0598
delta-stepping	delta bucket	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	56	56	algorithm	A09-O0599
connected-components	WCC	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	57	57	algorithm_family	A09-O0600
hook-shortcut	hook	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	57	57	algorithm	A09-O0601
roaring-idsets	bitmap	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	62	62	storage_algorithm	A09-O0602
semiring-traversal	semiring	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	67	67	algorithm_family	A09-O0603
hook-shortcut	hook	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	86	86	algorithm	A09-O0604
lsm-compaction	compaction	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	95	95	storage_algorithm	A09-O0605
degree-centrality	degree	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	99	99	algorithm	A09-O0606
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	102	102	storage_algorithm	A09-O0607
bfs	BFS	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	103	103	algorithm	A09-O0608
connected-components	WCC	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	105	105	algorithm_family	A09-O0609
afforest	Afforest	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	105	105	algorithm	A09-O0610
pagerank	PageRank	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	106	106	algorithm	A09-O0611
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	119	119	storage_algorithm	A09-O0612
connected-components	WCC	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	120	120	algorithm_family	A09-O0613
pagerank	PageRank	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	120	120	algorithm	A09-O0614
hnsw-search	HNSW	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	122	122	algorithm	A09-O0615
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	126	126	storage_algorithm	A09-O0616
differential-validation	differential testing	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	132	132	verification_method	A09-O0617
out-of-core-graph-processing	out-of-core	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	139	139	storage_algorithm	A09-O0618
graph-partitioning	vertex-cut	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	141	141	algorithm_family	A09-O0619
louvain	Louvain	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	143	143	algorithm	A09-O0620
leiden	Leiden	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	143	143	algorithm	A09-O0621
community-detection	community detection	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	143	143	algorithm_family	A09-O0622
k-core	k-core	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	143	143	algorithm	A09-O0623
k-core	k-core	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	144	144	algorithm	A09-O0624
hashgnn	GNN	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	145	145	algorithm_family	A09-O0625
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	146	146	storage_algorithm	A09-O0626
bfs	bfs	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	155	155	algorithm	A09-O0627
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	155	155	storage_algorithm	A09-O0628
csr-build	CSR	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	156	156	storage_algorithm	A09-O0629
semiring-traversal	semiring	docs_PRD06/graph-learning/graph-analytics-pattern-synthesis-ascii.md	159	159	algorithm_family	A09-O0630
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	1	1	algorithm	A09-O0631
hnsw-search	hnsw	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	6	6	algorithm	A09-O0632
knn-search	kNN	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	48	48	algorithm_family	A09-O0633
knn-search	KNN	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	52	52	algorithm_family	A09-O0634
vamana-ann	DiskANN	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	65	65	algorithm_family	A09-O0635
vector-quantization	PQ	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	65	65	storage_algorithm	A09-O0636
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	81	81	algorithm	A09-O0637
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	82	82	algorithm	A09-O0638
ivf-probe	IVF	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	82	82	algorithm_family	A09-O0639
vector-quantization	PQ	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	82	82	storage_algorithm	A09-O0640
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	83	83	algorithm	A09-O0641
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	85	85	algorithm	A09-O0642
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	92	92	algorithm	A09-O0643
delta-stepping	delta bucket	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	93	93	algorithm	A09-O0644
csr-build	CSR	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	94	94	storage_algorithm	A09-O0645
recall-validation	recall@k	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	104	104	verification_method	A09-O0646
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	138	138	algorithm	A09-O0647
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	139	139	algorithm	A09-O0648
vamana-ann	DiskANN	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	139	139	algorithm_family	A09-O0649
delta-stepping	delta-stepping	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	144	144	algorithm	A09-O0650
csr-build	csr	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	144	144	storage_algorithm	A09-O0651
vector-quantization	PQ	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	145	145	storage_algorithm	A09-O0652
vamana-ann	DiskANN	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	146	146	algorithm_family	A09-O0653
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	147	147	algorithm	A09-O0654
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	150	150	algorithm_family	A09-O0655
hnsw-search	HNSW	docs_PRD06/graph-learning/hnsw-layered-greedy-mermaid.md	150	150	algorithm	A09-O0656
incremental-delta-iteration	Incremental Delta	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	1	1	algorithm_family	A09-O0657
incremental-delta-iteration	semi-naive	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	7	7	algorithm_family	A09-O0658
bfs	BFS	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	13	13	algorithm	A09-O0659
lsm-compaction	LSM	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	25	25	storage_algorithm	A09-O0660
incremental-delta-iteration	Semi-naive	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	39	39	algorithm_family	A09-O0661
bfs	BFS	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	52	52	algorithm	A09-O0662
bfs	bfs	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	57	57	algorithm	A09-O0663
bfs	BFS	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	62	62	algorithm	A09-O0664
lsm-compaction	LSM	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	88	88	storage_algorithm	A09-O0665
superstep-bsp	superstep	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	95	95	algorithm_family	A09-O0666
frontier-push-pull	push/pull	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	95	95	algorithm_family	A09-O0667
bfs	BFS	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	97	97	algorithm	A09-O0668
connected-components	WCC	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	97	97	algorithm_family	A09-O0669
pagerank	PageRank	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	97	97	algorithm	A09-O0670
bfs	bfs	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	129	129	algorithm	A09-O0671
incremental-delta-iteration	semi-naive	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	130	130	algorithm_family	A09-O0672
frontier-push-pull	push-pull	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	134	134	algorithm_family	A09-O0673
lsm-compaction	lsm	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	136	136	storage_algorithm	A09-O0674
bfs	bfs	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	139	139	algorithm	A09-O0675
history-checking	Jepsen	docs_PRD06/graph-learning/incremental-delta-iteration-mermaid.md	141	141	verification_method	A09-O0676
lsm-compaction	LSM	docs_PRD06/graph-learning/lsm-compaction-tradeoff-ascii.md	1	1	storage_algorithm	A09-O0677
lsm-compaction	lsm	docs_PRD06/graph-learning/lsm-compaction-tradeoff-ascii.md	6	6	storage_algorithm	A09-O0678
