canonical_hint	raw_name	path	line_start	line_end	context_kind	evidence_id
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	80	80	algorithm_family	A07-O0457
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	80	80	storage_algorithm	A07-O0458
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	88	88	algorithm_family	A07-O0459
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	89	89	algorithm_family	A07-O0460
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	90	90	algorithm_family	A07-O0461
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	90	90	storage_algorithm	A07-O0462
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	92	92	algorithm_family	A07-O0463
posting-compression	posting	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	92	92	storage_algorithm	A07-O0464
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	99	99	algorithm_family	A07-O0465
hnsw-search	HNSW	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	100	100	algorithm	A07-O0466
vamana-ann	Vamana	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	100	100	algorithm_family	A07-O0467
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	100	100	algorithm_family	A07-O0468
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	101	101	algorithm_family	A07-O0469
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	111	111	algorithm_family	A07-O0470
posting-compression	posting	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	112	112	storage_algorithm	A07-O0471
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	115	115	algorithm_family	A07-O0472
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	127	127	algorithm_family	A07-O0473
lsm-compaction	compaction	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	127	127	storage_algorithm	A07-O0474
ivf-probe	nprobe	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	139	139	algorithm_family	A07-O0475
ivf-probe	NPROBE	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	142	142	algorithm_family	A07-O0476
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	143	143	algorithm_family	A07-O0477
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	150	150	algorithm_family	A07-O0478
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	150	150	storage_algorithm	A07-O0479
vector-quantization	PQ	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	151	151	storage_algorithm	A07-O0480
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	153	153	algorithm_family	A07-O0481
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	153	153	algorithm_family	A07-O0482
ivf-probe	IVF	docs_PRD06/graph-learning/ivf-partitioned-probe-mermaid.md	155	155	algorithm_family	A07-O0483
metamorphic-testing	Metamorphic	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	1	1	verification_method	A07-O0484
metamorphic-testing	metamorphic	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	6	6	verification_method	A07-O0485
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	7	7	verification_method	A07-O0486
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	7	7	verification_method	A07-O0487
metamorphic-testing	METAMORPHIC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	14	14	verification_method	A07-O0488
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	15	15	verification_method	A07-O0489
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	19	19	verification_method	A07-O0490
metamorphic-testing	NoREC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	31	31	verification_method	A07-O0491
metamorphic-testing	NoREC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	37	37	verification_method	A07-O0492
differential-validation	differential testing	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	38	38	verification_method	A07-O0493
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	41	41	verification_method	A07-O0494
history-checking	Knossos	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	49	49	verification_method	A07-O0495
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	54	54	verification_method	A07-O0496
history-checking	Knossos	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	78	78	verification_method	A07-O0497
metamorphic-testing	metamorphic	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	86	86	verification_method	A07-O0498
history-checking	history checking	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	87	87	verification_method	A07-O0499
packstream-encoding	PackStream	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	96	96	protocol	A07-O0500
stub-conformance	boltstub	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	97	97	verification_method	A07-O0501
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	99	99	verification_method	A07-O0502
bolt-protocol	Bolt	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	100	100	protocol	A07-O0503
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	100	100	verification_method	A07-O0504
metamorphic-testing	NoREC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	110	110	verification_method	A07-O0505
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	112	112	verification_method	A07-O0506
metamorphic-testing	NoREC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	121	121	verification_method	A07-O0507
history-checking	jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	122	122	verification_method	A07-O0508
tolerant-validation	tolerant	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	126	126	verification_method	A07-O0509
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	130	130	verification_method	A07-O0510
history-checking	Jepsen	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	130	130	verification_method	A07-O0511
metamorphic-testing	NoREC	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	133	133	verification_method	A07-O0512
metamorphic-testing	metamorphic	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	136	136	verification_method	A07-O0513
metamorphic-testing	PQS	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	142	142	verification_method	A07-O0514
metamorphic-testing	CERT	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	144	144	verification_method	A07-O0515
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	146	146	verification_method	A07-O0516
metamorphic-testing	TLP	docs_PRD06/graph-learning/metamorphic-oracle-testing-mermaid.md	149	149	verification_method	A07-O0517
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	1	1	protocol	A07-O0518
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	6	6	protocol	A07-O0519
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	29	29	protocol	A07-O0520
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	46	46	protocol	A07-O0521
wal-group-commit	group commit	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	68	68	storage_algorithm	A07-O0522
wal-group-commit	wal	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	114	114	storage_algorithm	A07-O0523
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	120	120	protocol	A07-O0524
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	121	121	protocol	A07-O0525
lsm-compaction	compaction	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	135	135	storage_algorithm	A07-O0526
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	138	138	protocol	A07-O0527
lsm-compaction	LSM	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	139	139	storage_algorithm	A07-O0528
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	140	140	protocol	A07-O0529
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	146	146	protocol	A07-O0530
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	149	149	protocol	A07-O0531
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	150	150	protocol	A07-O0532
wal-group-commit	wal	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	154	154	storage_algorithm	A07-O0533
cow-tree-snapshot	copy-on-write	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	155	155	storage_algorithm	A07-O0534
aries-recovery	ARIES	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	157	157	storage_algorithm	A07-O0535
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	158	158	algorithm_family	A07-O0536
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/mvcc-snapshot-visibility-mermaid.md	158	158	protocol	A07-O0537
packstream-encoding	packstream	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	14	14	protocol	A07-O0538
packstream-encoding	PackStream	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	23	23	protocol	A07-O0539
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	25	25	verification_method	A07-O0540
stub-conformance	stub script	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	29	29	verification_method	A07-O0541
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	30	30	verification_method	A07-O0542
history-checking	Jepsen	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	31	31	verification_method	A07-O0543
stub-conformance	boltstub	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	32	32	verification_method	A07-O0544
stub-conformance	boltstub	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	40	40	verification_method	A07-O0545
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	41	41	verification_method	A07-O0546
stub-conformance	testkit	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	51	51	verification_method	A07-O0547
stub-conformance	stub script	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	52	52	verification_method	A07-O0548
bolt-protocol	Bolt	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	53	53	protocol	A07-O0549
stub-conformance	boltstub	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	62	62	verification_method	A07-O0550
stub-conformance	testkit	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	63	63	verification_method	A07-O0551
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	64	64	verification_method	A07-O0552
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	67	67	verification_method	A07-O0553
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	68	68	verification_method	A07-O0554
bolt-protocol	Bolt	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	75	75	protocol	A07-O0555
bolt-protocol	Bolt	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	91	91	protocol	A07-O0556
history-checking	Jepsen	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	100	100	verification_method	A07-O0557
bolt-protocol	Bolt	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	108	108	protocol	A07-O0558
stub-conformance	boltstub	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	109	109	verification_method	A07-O0559
stub-conformance	testkit	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	110	110	verification_method	A07-O0560
stub-conformance	TCK	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	111	111	verification_method	A07-O0561
packstream-encoding	packstream	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	131	131	protocol	A07-O0562
packstream-encoding	packstream	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	132	132	protocol	A07-O0563
stub-conformance	boltstub	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	134	134	verification_method	A07-O0564
stub-conformance	testkit	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	135	135	verification_method	A07-O0565
stub-conformance	testkit	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	136	136	verification_method	A07-O0566
packstream-encoding	packstream	docs_PRD06/graph-learning/neo4j-ecosystem-pattern-synthesis-mermaid.md	140	140	protocol	A07-O0567
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	1	1	protocol	A07-O0568
packstream-encoding	packstream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	6	6	protocol	A07-O0569
bolt-protocol	Bolt	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	7	7	protocol	A07-O0570
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	12	12	protocol	A07-O0571
packstream-encoding	packstream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	24	24	protocol	A07-O0572
packstream-encoding	packstream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	40	40	protocol	A07-O0573
bolt-protocol	Bolt	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	72	72	protocol	A07-O0574
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	80	80	protocol	A07-O0575
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	95	95	protocol	A07-O0576
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	118	118	protocol	A07-O0577
csr-build	CSR	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	119	119	storage_algorithm	A07-O0578
packstream-encoding	packstream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	131	131	protocol	A07-O0579
bolt-protocol	Bolt	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	132	132	protocol	A07-O0580
packstream-encoding	packstream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	134	134	protocol	A07-O0581
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	140	140	storage_algorithm	A07-O0582
fst-dictionary	fst	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	141	141	storage_algorithm	A07-O0583
packstream-encoding	PackStream	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	142	142	protocol	A07-O0584
stub-conformance	testkit	docs_PRD06/graph-learning/packstream-wire-encoding-ascii.md	150	150	verification_method	A07-O0585
vector-quantization	Product Quantization	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	1	1	storage_algorithm	A07-O0586
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	16	16	storage_algorithm	A07-O0587
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	18	18	storage_algorithm	A07-O0588
vector-quantization	pq	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	19	19	storage_algorithm	A07-O0589
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	25	25	storage_algorithm	A07-O0590
vector-quantization	Binary quantization	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	50	50	storage_algorithm	A07-O0591
graph-embeddings	embeddings	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	56	56	algorithm_family	A07-O0592
hnsw-search	HNSW	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	64	64	algorithm	A07-O0593
ivf-probe	IVF	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	64	64	algorithm_family	A07-O0594
bloom-filter	bloom	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	68	68	storage_algorithm	A07-O0595
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	77	77	storage_algorithm	A07-O0596
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	78	78	storage_algorithm	A07-O0597
hnsw-search	HNSW	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	81	81	algorithm	A07-O0598
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	81	81	storage_algorithm	A07-O0599
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	99	99	storage_algorithm	A07-O0600
recall-validation	recall@k	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	99	99	verification_method	A07-O0601
bloom-filter	bloom	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	107	107	storage_algorithm	A07-O0602
roaring-idsets	roaring	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	108	108	storage_algorithm	A07-O0603
hnsw-search	HNSW	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	109	109	algorithm	A07-O0604
vamana-ann	DiskANN	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	110	110	algorithm_family	A07-O0605
vector-quantization	SBQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	110	110	storage_algorithm	A07-O0606
graph-embeddings	embedding	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	119	119	algorithm_family	A07-O0607
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	121	121	storage_algorithm	A07-O0608
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	135	135	storage_algorithm	A07-O0609
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	136	136	storage_algorithm	A07-O0610
vector-quantization	pq	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	138	138	storage_algorithm	A07-O0611
vamana-ann	DiskANN	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	139	139	algorithm_family	A07-O0612
vector-quantization	SBQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	139	139	storage_algorithm	A07-O0613
hook-shortcut	shortcut	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	143	143	algorithm	A07-O0614
hnsw-search	hnsw	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	143	143	algorithm	A07-O0615
bloom-filter	bloom	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	143	143	storage_algorithm	A07-O0616
roaring-idsets	roaring	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	144	144	storage_algorithm	A07-O0617
vamana-ann	DiskANN	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	145	145	algorithm_family	A07-O0618
hnsw-search	HNSW	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	146	146	algorithm	A07-O0619
ivf-probe	IVF	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	146	146	algorithm_family	A07-O0620
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	147	147	storage_algorithm	A07-O0621
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	149	149	algorithm_family	A07-O0622
vector-quantization	PQ	docs_PRD06/graph-learning/product-quantization-ladder-mermaid.md	149	149	storage_algorithm	A07-O0623
bloom-filter	bloom	docs_PRD06/graph-learning/proprietary-tools-landscape.md	43	43	storage_algorithm	A07-O0624
connected-components	WCC	docs_PRD06/graph-learning/proprietary-tools-landscape.md	54	54	algorithm_family	A07-O0625
pull-operator-pipeline	Pull Operator	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	1	1	protocol	A07-O0626
degree-centrality	degree	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	118	118	algorithm	A07-O0627
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	148	148	storage_algorithm	A07-O0628
frontier-push-pull	push-pull	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	149	149	algorithm_family	A07-O0629
bm25-scoring	bm25	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	150	150	algorithm	A07-O0630
wand-pruning	wand	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	150	150	algorithm_family	A07-O0631
pull-operator-pipeline	pull pipeline	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	151	151	protocol	A07-O0632
stub-conformance	TCK	docs_PRD06/graph-learning/pull-operator-pipeline-ascii.md	155	155	verification_method	A07-O0633
record-chain-adjacency	Record Chain	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	1	1	storage_algorithm	A07-O0634
record-chain-adjacency	record-chain	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	6	6	storage_algorithm	A07-O0635
record-chain-adjacency	record chains	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	7	7	storage_algorithm	A07-O0636
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	7	7	storage_algorithm	A07-O0637
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	52	52	storage_algorithm	A07-O0638
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	54	54	storage_algorithm	A07-O0639
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	70	70	storage_algorithm	A07-O0640
lsm-compaction	LSM	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	75	75	storage_algorithm	A07-O0641
degree-centrality	degree	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	81	81	algorithm	A07-O0642
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	85	85	storage_algorithm	A07-O0643
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	95	95	storage_algorithm	A07-O0644
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	108	108	storage_algorithm	A07-O0645
degree-centrality	degree	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	115	115	algorithm	A07-O0646
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	128	128	storage_algorithm	A07-O0647
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	129	129	storage_algorithm	A07-O0648
lsm-compaction	LSM	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	133	133	storage_algorithm	A07-O0649
posting-compression	posting	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	134	134	storage_algorithm	A07-O0650
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	135	135	storage_algorithm	A07-O0651
csr-build	csr	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	152	152	storage_algorithm	A07-O0652
lsm-compaction	lsm	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	153	153	storage_algorithm	A07-O0653
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	153	153	storage_algorithm	A07-O0654
posting-compression	posting	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	155	155	storage_algorithm	A07-O0655
mvcc-snapshot	mvcc	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	156	156	protocol	A07-O0656
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	157	157	storage_algorithm	A07-O0657
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	164	164	storage_algorithm	A07-O0658
jaccard-overlap-cosine	overlap	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	167	167	algorithm_family	A07-O0659
csr-build	CSR	docs_PRD06/graph-learning/record-chain-adjacency-ascii.md	169	169	storage_algorithm	A07-O0660
lsm-compaction	LSM	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	storage_algorithm	A07-O0661
wal-group-commit	WAL	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	storage_algorithm	A07-O0662
cow-tree-snapshot	COW	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	storage_algorithm	A07-O0663
bloom-filter	Bloom	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	storage_algorithm	A07-O0664
roaring-idsets	roaring	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	storage_algorithm	A07-O0665
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	6	6	protocol	A07-O0666
lsm-compaction	LSM	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	17	17	storage_algorithm	A07-O0667
cow-tree-snapshot	COPY-ON-WRITE	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	17	17	storage_algorithm	A07-O0668
lsm-compaction	lsm	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	20	20	storage_algorithm	A07-O0669
wal-group-commit	WAL	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	22	22	storage_algorithm	A07-O0670
lsm-compaction	compaction	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	24	24	storage_algorithm	A07-O0671
bloom-filter	bloom	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	26	26	storage_algorithm	A07-O0672
mvcc-snapshot	MVCC	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	30	30	protocol	A07-O0673
lsm-compaction	LSM	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	31	31	storage_algorithm	A07-O0674
cow-tree-snapshot	COW	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	32	32	storage_algorithm	A07-O0675
roaring-idsets	roaring	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	33	33	storage_algorithm	A07-O0676
lsm-compaction	LSM	docs_PRD06/graph-learning/storage-engine-pattern-synthesis-ascii.md	44	44	storage_algorithm	A07-O0677
